OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_PLUS_INCIDENT_JOIN_ID,ICS_209_PLUS_COMPLEX_JOIN_ID,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,NWCG_CAUSE_AGE_CATEGORY,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,repeatID
81537,201629225,SFO-2012CACDFBTU008805,NONFED,ST-NASF,ST/C&L,USCABTU,Butte Unit,CABTU,Butte Unit,,BTU008805,,SKYWAY,,,,,,2012,9/1/2012,245,1737.0,Human,Missing data/not specified/undetermined,,missing date,,,1.0,B,39.71147,-121.774593,MISSING/NOT SPECIFIED,CA,BUTTE,6007.0,Butte County,551
81547,201629235,SFO-2012CACDFBTU009205,NONFED,ST-NASF,ST/C&L,USCABTU,Butte Unit,CABTU,Butte Unit,,BTU009205,,RIDGE,,,,,,2012,9/11/2012,255,1820.0,Human,Missing data/not specified/undetermined,,missing date,,,0.45,B,39.705483,-121.7314,MISSING/NOT SPECIFIED,CA,BUTTE,6007.0,Butte County,21
81548,201629236,SFO-2012CACDFBTU009208,NONFED,ST-NASF,ST/C&L,USCABTU,Butte Unit,CABTU,Butte Unit,,BTU009208,,TUSCAN RIDGE GOLF COURS 2,,,,,,2012,9/11/2012,255,1846.0,Human,Missing data/not specified/undetermined,,missing date,,,0.09,A,39.705483,-121.7314,MISSING/NOT SPECIFIED,CA,BUTTE,6007.0,Butte County,21
81549,201629237,SFO-2012CACDFBTU009209,NONFED,ST-NASF,ST/C&L,USCABTU,Butte Unit,CABTU,Butte Unit,,BTU009209,,TUSCAN RIDGE GOLF COURS 3,,,,,,2012,9/11/2012,255,1845.0,Human,Missing data/not specified/undetermined,,missing date,,,0.12,A,39.705483,-121.7314,MISSING/NOT SPECIFIED,CA,BUTTE,6007.0,Butte County,21
81550,201629238,SFO-2012CACDFBTU009210,NONFED,ST-NASF,ST/C&L,USCABTU,Butte Unit,CABTU,Butte Unit,,BTU009210,,TUSCAN RIDGE GOLF COURS 4,,,,,,2012,9/11/2012,255,1846.0,Human,Missing data/not specified/undetermined,,missing date,,,0.08,A,39.705483,-121.7314,MISSING/NOT SPECIFIED,CA,BUTTE,6007.0,Butte County,21
81551,201629239,SFO-2012CACDFBTU009211,NONFED,ST-NASF,ST/C&L,USCABTU,Butte Unit,CABTU,Butte Unit,,BTU009211,,TUSCAN RIDGE GOLF COURS 5,,,,,,2012,9/11/2012,255,1846.0,Human,Missing data/not specified/undetermined,,missing date,,,0.02,A,39.705483,-121.7314,MISSING/NOT SPECIFIED,CA,BUTTE,6007.0,Butte County,21
82470,201642652,SFO-2012CACDFLNU007438,NONFED,ST-NASF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,LNU007438,,S HWY 29  / HARTMANN RD 2,,,,,,2012,9/16/2012,260,1257.0,Human,Missing data/not specified/undetermined,,missing date,,,0.3,B,38.792317,-122.565965,MISSING/NOT SPECIFIED,CA,LAKE,6033.0,Lake County,540
82471,201642653,SFO-2012CACDFLNU007439,NONFED,ST-NASF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,LNU007439,,S HWY 29  / HARTMANN RD 3,,,,,,2012,9/16/2012,260,1258.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,0.5,B,38.792317,-122.565965,MISSING/NOT SPECIFIED,CA,LAKE,6033.0,Lake County,540
82530,201644870,SFO-2012CACDFMEU003776,NONFED,ST-NASF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,MEU003776,,POTTER,,,,,,2012,6/8/2012,160,1538.0,Human,Missing data/not specified/undetermined,,missing date,,,7.0,B,39.245674,-123.126175,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,89
82532,201644872,SFO-2012CACDFMEU003787,NONFED,ST-NASF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,MEU003787,,POTTER 3,,,,,,2012,6/8/2012,160,1552.0,Human,Missing data/not specified/undetermined,,missing date,,,0.2,A,39.245674,-123.126175,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,89
82533,201644873,SFO-2012CACDFMEU003788,NONFED,ST-NASF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,MEU003788,,POTTER 2,,,,,,2012,6/8/2012,160,1552.0,Human,Missing data/not specified/undetermined,,missing date,,,0.1,A,39.245674,-123.126175,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,89
82560,201644901,SFO-2012CACDFMEU004692,NONFED,ST-NASF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,MEU004692,,BRADLEY 1,,,,,,2012,7/13/2012,195,2106.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,1.0,B,39.655847,-123.527852,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,304
82561,201644902,SFO-2012CACDFMEU004693,NONFED,ST-NASF,ST/C&L,USCAMEU,Mendocino Unit,CAMEU,Mendocino Unit,,MEU004693,,BRADLEY 2,,,,,,2012,7/13/2012,195,2142.0,Human,Arson/incendiarism,,missing date,,,0.25,A,39.655847,-123.527852,MISSING/NOT SPECIFIED,CA,MENDOCINO,6045.0,Mendocino County,304
83447,201655626,SFO-2012CACDFNEU018161,NONFED,ST-NASF,ST/C&L,USCANEU,Nevada-Yuba-Placer Unit,CANEU,Nevada-Yuba-Placer Unit,,NEU018161,,HWY,,,,,,2012,8/16/2012,229,2112.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,0.2,A,39.221813,-121.510819,MISSING/NOT SPECIFIED,CA,YUBA,6115.0,Yuba County,660
83449,201655628,SFO-2012CACDFNEU018164,NONFED,ST-NASF,ST/C&L,USCANEU,Nevada-Yuba-Placer Unit,CANEU,Nevada-Yuba-Placer Unit,,NEU018164,,LOMA RICA RD / KIBBE RD,,,,,,2012,8/16/2012,229,2114.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,0.25,A,39.221813,-121.510819,MISSING/NOT SPECIFIED,CA,YUBA,6115.0,Yuba County,660
84028,201662123,SFO-2012CACDFRRU072569,NONFED,ST-NASF,ST/C&L,USCARRU,Riverside Unit,CARRU,CDF - Riverside Unit,,RRU072569,,I 10  W/ WHITEWATER REST,,,,,,2012,7/24/2012,206,1457.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,0.1,A,33.922691,-116.668195,MISSING/NOT SPECIFIED,CA,RIVERSIDE,6065.0,Riverside County,485
84033,201662128,SFO-2012CACDFRRU072707,NONFED,ST-NASF,ST/C&L,USCARRU,Riverside Unit,CARRU,CDF - Riverside Unit,,RRU072707,,I 10  W/ WHITEWATER RES 3,,,,,,2012,7/24/2012,206,2119.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,1.0,B,33.922691,-116.668195,MISSING/NOT SPECIFIED,CA,RIVERSIDE,6065.0,Riverside County,485
84657,201662830,SFO-2012CACDFSLU001811,NONFED,ST-NASF,ST/C&L,USCASLU,San Luis Obispo Unit,CASLU,San Luis Obispo Unit,,SLU001811,,BONNHEIM,,,,,,2012,3/6/2012,66,1324.0,Human,Debris and open burning,,missing date,,,75.0,C,35.681432,-120.935631,MISSING/NOT SPECIFIED,CA,SAN LUIS OBISPO,6079.0,San Luis Obispo County,583
84659,201662832,SFO-2012CACDFSLU001816,NONFED,ST-NASF,ST/C&L,USCASLU,San Luis Obispo Unit,CASLU,San Luis Obispo Unit,,SLU001816,,CHIMNEY ROCK RD / ANGUS R,,,,,,2012,3/6/2012,66,1532.0,Human,Debris and open burning,,missing date,,,1.0,B,35.681432,-120.935631,MISSING/NOT SPECIFIED,CA,SAN LUIS OBISPO,6079.0,San Luis Obispo County,583
84837,201663036,SFO-2012CACDFTCU005212,NONFED,ST-NASF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,TCU005212,,SIX MILE RD / HWY 4,,,,,,2012,6/13/2012,165,1939.0,Human,Arson/incendiarism,,missing date,,,0.25,A,38.090613,-120.503899,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,645
84839,201663038,SFO-2012CACDFTCU005217,NONFED,ST-NASF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,TCU005217,,SIX MILE #2,,,,,,2012,6/13/2012,165,2049.0,Human,Arson/incendiarism,,missing date,,,0.1,A,38.090613,-120.503899,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,645
84939,201663141,SFO-2012CACDFTCU008295,NONFED,ST-NASF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,TCU008295,,SPRINGS/2-3,,,,,,2012,9/5/2012,249,941.0,Human,Missing data/not specified/undetermined,,missing date,,,84.0,C,38.083854,-120.560853,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,346
84940,201663142,SFO-2012CACDFTCU008299,NONFED,ST-NASF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,TCU008299,,A4B,,,,,,2012,9/5/2012,249,1119.0,Natural,Natural,,missing date,,,0.25,A,38.083854,-120.560853,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,346
85013,201663215,SFO-2012CACDFTGU003609,NONFED,ST-NASF,ST/C&L,USCATGU,Tehama-Glenn Unit,CATGU,Tehama-Glenn Unit,,TGU003609,,BOWMAN 1 2,,,,,,2012,5/11/2012,132,1141.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,0.14,A,40.338577,-122.361433,MISSING/NOT SPECIFIED,CA,TEHAMA,6103.0,Tehama County,5
85015,201663217,SFO-2012CACDFTGU003618,NONFED,ST-NASF,ST/C&L,USCATGU,Tehama-Glenn Unit,CATGU,Tehama-Glenn Unit,,TGU003618,,MOORE 1,,,,,,2012,5/11/2012,132,1607.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,3.0,B,39.815183,-122.199885,MISSING/NOT SPECIFIED,CA,TEHAMA,6103.0,Tehama County,42
85016,201663218,SFO-2012CACDFTGU003626,NONFED,ST-NASF,ST/C&L,USCATGU,Tehama-Glenn Unit,CATGU,Tehama-Glenn Unit,,TGU003626,,MOORE 2,,,,,,2012,5/11/2012,132,1605.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,8.3,B,39.815183,-122.199885,MISSING/NOT SPECIFIED,CA,TEHAMA,6103.0,Tehama County,42
85017,201663219,SFO-2012CACDFTGU003627,NONFED,ST-NASF,ST/C&L,USCATGU,Tehama-Glenn Unit,CATGU,Tehama-Glenn Unit,,TGU003627,,MOORE 3,,,,,,2012,5/11/2012,132,1611.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,2.5,B,39.815183,-122.199885,MISSING/NOT SPECIFIED,CA,TEHAMA,6103.0,Tehama County,42
85018,201663220,SFO-2012CACDFTGU003628,NONFED,ST-NASF,ST/C&L,USCATGU,Tehama-Glenn Unit,CATGU,Tehama-Glenn Unit,,TGU003628,,MOORE 4,,,,,,2012,5/11/2012,132,1611.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,4.5,B,39.815183,-122.199885,MISSING/NOT SPECIFIED,CA,TEHAMA,6103.0,Tehama County,42
85019,201663221,SFO-2012CACDFTGU003629,NONFED,ST-NASF,ST/C&L,USCATGU,Tehama-Glenn Unit,CATGU,Tehama-Glenn Unit,,TGU003629,,BOWMAN 2,,,,,,2012,5/11/2012,132,1143.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,0.14,A,40.338577,-122.361433,MISSING/NOT SPECIFIED,CA,TEHAMA,6103.0,Tehama County,5
85020,201663222,SFO-2012CACDFTGU003630,NONFED,ST-NASF,ST/C&L,USCATGU,Tehama-Glenn Unit,CATGU,Tehama-Glenn Unit,,TGU003630,,BOWMAN 3,,,,,,2012,5/11/2012,132,1143.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,0.14,A,40.338577,-122.361433,MISSING/NOT SPECIFIED,CA,TEHAMA,6103.0,Tehama County,5
85021,201663223,SFO-2012CACDFTGU003631,NONFED,ST-NASF,ST/C&L,USCATGU,Tehama-Glenn Unit,CATGU,Tehama-Glenn Unit,,TGU003631,,BOWMAN 4,,,,,,2012,5/11/2012,132,1143.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,0.14,A,40.338577,-122.361433,MISSING/NOT SPECIFIED,CA,TEHAMA,6103.0,Tehama County,5
85022,201663224,SFO-2012CACDFTGU003632,NONFED,ST-NASF,ST/C&L,USCATGU,Tehama-Glenn Unit,CATGU,Tehama-Glenn Unit,,TGU003632,,BOWMAN 5,,,,,,2012,5/11/2012,132,1143.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,1.0,B,40.338577,-122.361433,MISSING/NOT SPECIFIED,CA,TEHAMA,6103.0,Tehama County,5
85023,201663225,SFO-2012CACDFTGU003633,NONFED,ST-NASF,ST/C&L,USCATGU,Tehama-Glenn Unit,CATGU,Tehama-Glenn Unit,,TGU003633,,BOWMAN 6,,,,,,2012,5/11/2012,132,1143.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,0.14,A,40.338577,-122.361433,MISSING/NOT SPECIFIED,CA,TEHAMA,6103.0,Tehama County,5
85024,201663226,SFO-2012CACDFTGU003634,NONFED,ST-NASF,ST/C&L,USCATGU,Tehama-Glenn Unit,CATGU,Tehama-Glenn Unit,,TGU003634,,BOWMAN 7,,,,,,2012,5/11/2012,132,1143.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,0.14,A,40.338577,-122.361433,MISSING/NOT SPECIFIED,CA,TEHAMA,6103.0,Tehama County,5
85159,201663370,SFO-2012CACDFTUU000478,NONFED,ST-NASF,ST/C&L,USCATUU,Tulare Unit,CATUU,Tulare Unit,,TUU000478,,SPRING 3,,,,,,2012,10/21/2012,295,1410.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,12.0,C,35.891563,-118.898199,MISSING/NOT SPECIFIED,CA,TULARE,6107.0,Tulare County,661
85160,201663371,SFO-2012CACDFTUU000479,NONFED,ST-NASF,ST/C&L,USCATUU,Tulare Unit,CATUU,Tulare Unit,,TUU000479,,SPRING #2,,,,,,2012,10/21/2012,295,1523.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,0.5,B,35.891563,-118.898199,MISSING/NOT SPECIFIED,CA,TULARE,6107.0,Tulare County,661
85410,201756972,CDF_2012_20256114,NONFED,ST-CACDF,ST/C&L,USCABTU,Butte Unit,CABTU,Butte Unit,,008833,,WB SKYWAY  / HONEY RUN  3,,,,,,2012,9/1/2012,245,1737.0,Human,Missing data/not specified/undetermined,,missing date,,,3.0,B,39.71147,-121.774593,MISSING/NOT SPECIFIED,CA,,,,551
87772,201772237,W-653332,FED,DOI-WFMI,NPS,USCARWP,Redwood National and State Parks,CARWP,REDWOOD NATIONAL PARK,650.0,,HF57,MURPHY 1,,,,,,2013,5/9/2013,129,700.0,Human,Missing data/not specified/undetermined,,5/9/2013,129.0,1335.0,0.3,B,41.551533,-124.087733,NPS,CA,,,,77
87773,201772238,W-653429,FED,DOI-WFMI,NPS,USCARWP,Redwood National and State Parks,CARWP,REDWOOD NATIONAL PARK,652.0,,HF66,MURPHY 2,,,,,,2013,5/9/2013,129,830.0,Human,Missing data/not specified/undetermined,,5/9/2013,129.0,900.0,0.1,A,41.551533,-124.087733,NPS,CA,,,,77
87774,201772239,W-653436,FED,DOI-WFMI,NPS,USCARWP,Redwood National and State Parks,CARWP,REDWOOD NATIONAL PARK,653.0,,HF67,MURPHY 3,,,,,,2013,5/9/2013,129,845.0,Human,Missing data/not specified/undetermined,,5/9/2013,129.0,915.0,0.1,A,41.551533,-124.087733,NPS,CA,,,,77
88015,201810546,SFO-2013CACDFHUU003427,NONFED,ST-NASF,ST/C&L,USCAHUU,Humboldt-Del Norte Unit,CAHUU,Humboldt-Del Norte Unit,,HUU003427,,HOWLER 2,,,,,,2013,6/14/2013,165,2302.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,6/15/2013,166.0,2245.0,0.4,B,41.197633,-123.732483,MISSING/NOT SPECIFIED,CA,HUMBOLDT,6023.0,Humboldt County,577
88066,201810599,SFO-2013CACDFSCU130107,NONFED,ST-NASF,ST/C&L,USCASCU,Santa Clara Unit,CASCU,Santa Clara Unit,,SCU130107,,,,,,,,2013,5/14/2013,134,1605.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,0.01,A,37.911255,-122.308504,MISSING/NOT SPECIFIED,CA,CONTRA COSTA,6013.0,Contra Costa County,615
88186,201810720,SFO-2013CACDFLNU000211,NONFED,ST-NASF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,LNU000211,,,,,,,,2013,6/12/2013,163,1505.0,Human,Missing data/not specified/undetermined,,missing date,,,3.0,B,38.235731,-122.4629,MISSING/NOT SPECIFIED,CA,SONOMA,6097.0,Sonoma County,215
88325,201810862,SFO-2013CACDFLNU001686,NONFED,ST-NASF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,LNU001686,,,,,,,,2013,3/13/2013,72,1654.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,3/13/2013,72.0,1727.0,0.3,B,38.1695,-122.2002,MISSING/NOT SPECIFIED,CA,SOLANO,6095.0,Solano County,30
88349,201810887,SFO-2013CACDFLNU004463,NONFED,ST-NASF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,LNU004463,,,,,,,,2013,6/12/2013,163,1506.0,Human,Equipment and vehicle use,,missing date,,,6.0,B,38.235731,-122.4629,MISSING/NOT SPECIFIED,CA,SONOMA,6097.0,Sonoma County,215
88366,201810904,SFO-2013CACDFAEU005009,NONFED,ST-NASF,ST/C&L,USCAAEU,Amador-El Dorado Unit,CAAEU,Amador-El Dorado Unit,,AEU005009,,,,,,,,2013,4/20/2013,110,1351.0,Human,Arson/incendiarism,,missing date,,,1.0,B,38.559523,-121.260605,MISSING/NOT SPECIFIED,CA,SACRAMENTO,6067.0,Sacramento County,348
88623,201811162,SFO-2013CACDFLNU001687,NONFED,ST-NASF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,LNU001687,,,,,,,,2013,3/13/2013,72,1651.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,3/13/2013,72.0,1727.0,0.3,B,38.1695,-122.2002,MISSING/NOT SPECIFIED,CA,SOLANO,6095.0,Solano County,30
88684,201811223,SFO-2013CACDFHUU003426,NONFED,ST-NASF,ST/C&L,USCAHUU,Humboldt-Del Norte Unit,CAHUU,Humboldt-Del Norte Unit,,HUU003426,,HOWLER,,,,,,2013,6/14/2013,165,2301.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,6/15/2013,166.0,200.0,1.0,B,41.197633,-123.732483,MISSING/NOT SPECIFIED,CA,HUMBOLDT,6023.0,Humboldt County,577
88725,201811266,SFO-2013CACDFSCU130106,NONFED,ST-NASF,ST/C&L,USCASCU,Santa Clara Unit,CASCU,Santa Clara Unit,,SCU130106,,,,,,,,2013,5/14/2013,134,133.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,0.11,A,37.911255,-122.308504,MISSING/NOT SPECIFIED,CA,CONTRA COSTA,6013.0,Contra Costa County,615
88759,201811301,SFO-2013CACDFTGU004307,NONFED,ST-NASF,ST/C&L,USCATGU,Tehama-Glenn Unit,CATGU,Tehama-Glenn Unit,,TGU004307,,,,,,,,2013,6/1/2013,152,2227.0,Human,Arson/incendiarism,,missing date,,,0.5,B,40.013681,-122.402555,MISSING/NOT SPECIFIED,CA,TEHAMA,6103.0,Tehama County,22
88872,201811418,SFO-2013CACDFAEU005016,NONFED,ST-NASF,ST/C&L,USCAAEU,Amador-El Dorado Unit,CAAEU,Amador-El Dorado Unit,,AEU005016,,,,,,,,2013,4/20/2013,110,1631.0,Human,Arson/incendiarism,,missing date,,,0.02,A,38.559523,-121.260605,MISSING/NOT SPECIFIED,CA,SACRAMENTO,6067.0,Sacramento County,348
89311,201811862,SFO-2013CACDFLNU001708,NONFED,ST-NASF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,LNU001708,,,,,,,,2013,3/13/2013,72,1651.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,3/13/2013,72.0,1727.0,0.3,B,38.1695,-122.2002,MISSING/NOT SPECIFIED,CA,SOLANO,6095.0,Solano County,30
89387,201811941,SFO-2013CACDFLNU001685,NONFED,ST-NASF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,LNU001685,,,,,,,,2013,3/13/2013,72,1651.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,3/13/2013,72.0,1721.0,1.5,B,38.1695,-122.2002,MISSING/NOT SPECIFIED,CA,SOLANO,6095.0,Solano County,30
89418,201811972,SFO-2013CACDFTGU004309,NONFED,ST-NASF,ST/C&L,USCATGU,Tehama-Glenn Unit,CATGU,Tehama-Glenn Unit,,TGU004309,,,,,,,,2013,6/1/2013,152,2234.0,Human,Arson/incendiarism,,missing date,,,1.0,B,40.013681,-122.402555,MISSING/NOT SPECIFIED,CA,TEHAMA,6103.0,Tehama County,22
89421,201811975,SFO-2013CACDFAEU007646,NONFED,ST-NASF,ST/C&L,USCAAEU,Amador-El Dorado Unit,CAAEU,Amador-El Dorado Unit,,AEU007646,,,,,,,,2013,6/14/2013,165,1515.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,2.0,B,38.691192,-121.456666,MISSING/NOT SPECIFIED,CA,SACRAMENTO,6067.0,Sacramento County,223
89885,201812462,SFO-2013CACDFMMU012930,NONFED,ST-NASF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,MMU012930,,VALLEY,,,,,,2013,7/31/2013,212,1738.0,Human,Missing data/not specified/undetermined,,7/31/2013,212.0,1750.0,10.0,C,36.865983,-120.381717,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County,303
90494,201813100,SFO-2013CACDFMMU012890,NONFED,ST-NASF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,MMU012890,,ROAD 9,,,,,,2013,7/31/2013,212,304.0,Human,Missing data/not specified/undetermined,,7/31/2013,212.0,500.0,5.0,B,36.865983,-120.381717,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County,303
91200,201813845,SFO-2013CACDFHUU002705,NONFED,ST-NASF,ST/C&L,USCAHUU,Humboldt-Del Norte Unit,CAHUU,Humboldt-Del Norte Unit,,HUU002705,,MM 33.20 HWY 169 PECWAN,,,,,,2013,5/12/2013,132,2059.0,Human,Arson/incendiarism,,5/12/2013,132.0,2238.0,1.0,B,41.192383,-123.716117,UNDEFINED FEDERAL,CA,HUMBOLDT,6023.0,Humboldt County,517
91288,201813935,SFO-2013CACDFTGU004310,NONFED,ST-NASF,ST/C&L,USCATGU,Tehama-Glenn Unit,CATGU,Tehama-Glenn Unit,,TGU004310,,,,,,,,2013,6/1/2013,152,2234.0,Human,Arson/incendiarism,,missing date,,,1.0,B,40.013681,-122.402555,MISSING/NOT SPECIFIED,CA,TEHAMA,6103.0,Tehama County,22
91455,201814106,SFO-2013CACDFTCU301332,NONFED,ST-NASF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,TCU301332,,,,,,,,2013,5/2/2013,122,2130.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,0.01,A,37.940627,-121.287782,MISSING/NOT SPECIFIED,CA,SAN JOAQUIN,6077.0,San Joaquin County,547
91466,201814117,SFO-2013CACDFHUU002681,NONFED,ST-NASF,ST/C&L,USCAHUU,Humboldt-Del Norte Unit,CAHUU,Humboldt-Del Norte Unit,,HUU002681,,BRIDGE,,,,,,2013,5/11/2013,131,2023.0,Human,Arson/incendiarism,,5/11/2013,131.0,2250.0,0.1,A,41.275983,-123.8086,MISSING/NOT SPECIFIED,CA,HUMBOLDT,6023.0,Humboldt County,358
91639,201814292,SFO-2013CACDFAEU007658,NONFED,ST-NASF,ST/C&L,USCAAEU,Amador-El Dorado Unit,CAAEU,Amador-El Dorado Unit,,AEU007658,,,,,,,,2013,6/14/2013,165,1949.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,1.0,B,38.691192,-121.456666,MISSING/NOT SPECIFIED,CA,SACRAMENTO,6067.0,Sacramento County,223
91900,201814558,SFO-2013CACDFTCU301455,NONFED,ST-NASF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,TCU301455,,,,,,,,2013,5/13/2013,133,2129.0,Human,Misuse of fire by a minor,Minor,missing date,,,1.0,B,37.94632,-121.289338,MISSING/NOT SPECIFIED,CA,SAN JOAQUIN,6077.0,San Joaquin County,494
92105,201814768,SFO-2013CACDFTGU004308,NONFED,ST-NASF,ST/C&L,USCATGU,Tehama-Glenn Unit,CATGU,Tehama-Glenn Unit,,TGU004308,,,,,,,,2013,6/1/2013,152,2233.0,Human,Arson/incendiarism,,missing date,,,1.0,B,40.013681,-122.402555,MISSING/NOT SPECIFIED,CA,TEHAMA,6103.0,Tehama County,22
92137,201814802,SFO-2013CACDFTCU301328,NONFED,ST-NASF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,TCU301328,,,,,,,,2013,5/2/2013,122,1508.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,missing date,,,20.0,C,37.940627,-121.287782,MISSING/NOT SPECIFIED,CA,SAN JOAQUIN,6077.0,San Joaquin County,547
92207,201814874,SFO-2013CACDFHUU002679,NONFED,ST-NASF,ST/C&L,USCAHUU,Humboldt-Del Norte Unit,CAHUU,Humboldt-Del Norte Unit,,HUU002679,,MARKER 3,,,,,,2013,5/11/2013,131,2021.0,Human,Arson/incendiarism,,5/11/2013,131.0,2140.0,0.5,B,41.275983,-123.8086,MISSING/NOT SPECIFIED,CA,HUMBOLDT,6023.0,Humboldt County,358
